frame,total_vehicles,queue_count,red_light_violations,rash_driving
206,548,5,111,107
207,552,9,112,107
208,555,3,113,107
209,559,4,113,108
210,561,5,113,108
211,564,2,113,108
212,564,8,114,109
213,565,16,115,110
214,567,18,116,111
215,569,8,116,111
216,573,15,116,111
217,576,8,116,111
218,580,14,117,112
219,582,20,117,112
220,586,0,118,113
221,588,15,119,114
222,590,11,119,115
223,592,8,120,116
224,594,10,121,116
225,594,7,121,117
226,595,19,122,117
227,597,10,122,118
228,597,10,123,118
229,602,6,123,119
230,607,14,123,120
231,607,18,123,121
232,608,17,123,122
233,609,3,124,123
234,611,7,124,124
235,612,12,124,124
236,614,15,124,124
237,617,17,125,125
238,620,8,126,126
239,623,5,126,127
240,627,13,127,128
241,631,7,127,128
242,632,2,128,129
243,632,7,129,130
244,632,16,129,130
245,633,18,129,131
246,636,8,129,132
247,640,11,130,132
248,645,9,131,132
249,647,16,132,133
250,648,10,132,134
251,652,11,132,135
252,656,6,133,136
253,660,3,134,136
254,661,16,134,136
255,661,0,134,137
256,663,7,134,138
257,664,8,135,138
258,669,0,135,138
259,669,11,135,139
260,674,11,136,140
261,674,17,137,141
262,679,11,138,142
263,682,2,138,143
264,682,17,138,144
265,682,15,138,144
266,685,13,139,144
267,688,18,140,144
268,688,0,140,144
269,691,13,141,145
270,695,17,141,145
271,699,12,142,145
272,699,5,142,145
273,699,5,142,146
274,704,11,143,147
275,709,4,143,148
276,711,1,144,149
277,713,18,145,149
278,718,12,145,149
279,718,2,145,149
280,722,10,146,150
281,724,10,147,151
282,725,17,148,151
283,725,15,149,151
284,727,19,149,152
285,729,12,150,152
286,730,2,151,153
287,732,13,151,153
288,732,1,152,154
289,732,15,152,154
290,737,9,153,154
291,738,11,154,154
292,738,9,154,154
293,742,18,154,154
294,744,2,155,155
295,749,14,155,156
296,754,11,156,156
297,754,11,157,156
298,759,10,158,157
299,763,18,159,157
300,768,2,159,157
301,770,11,160,157
302,772,1,160,157
303,773,15,161,158
304,773,8,162,159
305,773,9,162,160
306,776,17,162,160
307,776,17,163,160
308,778,18,163,160
309,783,0,164,160
310,784,19,165,161
311,789,12,166,161
312,793,8,166,161
313,794,6,166,162
314,798,8,167,162
315,801,9,167,163
316,802,13,168,164
317,803,10,169,164
318,807,16,169,164
319,808,13,169,165
320,810,10,170,165
321,814,8,170,166
322,819,3,170,166
323,822,1,170,167
324,824,7,170,167
325,826,6,170,168
326,830,2,171,168
327,833,19,171,169
328,834,2,171,169
329,834,17,171,169
330,837,17,172,169
331,842,8,173,170
332,844,9,174,171
333,846,16,174,171
334,851,9,174,172
335,854,5,174,172
336,854,11,174,172
337,854,19,174,173
338,856,20,174,173
339,857,3,174,174
340,858,19,175,174
341,859,18,176,174
342,860,15,176,175
343,860,19,176,176
344,864,16,177,177
345,869,7,178,178
346,873,5,178,178
347,876,10,178,178
348,879,10,178,179
349,881,5,179,179
350,881,4,180,180
351,885,14,180,181
352,886,1,181,181
353,891,10,181,181
354,891,14,181,182
355,891,9,182,183
356,893,9,182,183
357,896,15,182,184
358,898,9,183,184
359,899,6,183,185
360,902,1,183,186
361,902,9,184,187
362,904,18,185,188
363,905,4,185,188
364,906,14,186,188
365,910,3,187,188
366,915,14,188,188
367,920,6,188,189
368,921,5,189,190
369,921,6,190,191
370,923,12,190,192
371,927,15,190,193
372,931,11,190,193
373,936,4,191,194
374,939,1,192,195
375,941,1,192,195
376,941,9,193,196
377,946,20,193,197
378,947,2,194,198
379,951,5,194,198
380,956,9,195,199
381,958,5,195,199
382,962,8,195,199
383,964,16,196,200
384,965,16,197,201
385,965,8,197,202
386,968,13,197,203
387,968,7,197,203
388,968,7,197,204
389,971,18,198,205
390,972,9,199,205
391,973,19,200,206
392,977,16,201,207
393,980,15,202,207
394,982,5,203,207
395,986,14,204,208
396,987,20,205,208
397,991,1,205,208
398,993,15,205,209
399,998,15,205,210
400,1003,13,206,210
401,1008,7,206,211
402,1013,4,207,211
403,1018,3,207,211
404,1021,19,207,211
405,1024,11,208,212
406,1025,15,209,212
407,1029,3,209,213
408,1030,18,210,214
409,1032,20,210,214
410,1033,20,210,215
411,1036,3,211,216
412,1037,5,211,217
413,1041,16,212,218
414,1042,2,212,219
415,1044,5,213,220
416,1046,4,214,220
417,1049,16,214,220
418,1051,14,215,220
419,1053,14,216,220
420,1053,13,217,221
421,1054,8,217,222
422,1057,5,218,222
423,1062,2,219,223
424,1063,2,219,223
425,1066,8,219,223
426,1069,7,220,223
427,1071,4,221,223
428,1075,15,221,223
429,1077,13,222,224
430,1079,17,223,224
431,1084,20,223,225
432,1087,8,224,226
433,1087,18,225,226
434,1091,16,226,226
435,1096,8,227,226
436,1099,18,228,226
437,1104,0,228,226
438,1105,8,229,226
439,1108,12,229,227
440,1109,5,230,227
441,1111,2,231,227
442,1116,3,231,227
443,1118,12,231,227
444,1123,18,231,228
445,1124,18,231,228
446,1126,1,232,228
447,1126,19,233,229
448,1126,1,234,230
449,1128,3,235,230
450,1133,18,236,230
451,1137,9,236,231
452,1141,15,236,232
453,1141,7,236,232
454,1145,14,237,232
455,1145,18,238,233
456,1149,8,238,233
457,1150,3,238,233
458,1151,20,239,233
459,1153,1,240,234
460,1157,11,241,234
461,1160,14,242,234
462,1163,7,243,235
463,1167,15,244,236
464,1172,18,245,237
465,1173,7,245,237
466,1176,11,246,238
467,1181,9,247,238
468,1184,14,248,239
469,1184,15,248,239
470,1185,3,249,239
471,1187,9,250,239
472,1188,14,251,240
473,1188,9,252,241
474,1188,16,252,241
475,1193,12,252,242
476,1194,19,252,242
477,1195,17,253,243
478,1197,19,253,244
479,1201,12,253,244
480,1203,8,253,244
481,1208,12,253,245
482,1213,1,254,246
483,1214,19,255,246
484,1216,5,256,246
485,1219,6,257,247
486,1222,4,257,247
487,1225,18,258,248
488,1229,7,258,248
489,1230,5,259,249
490,1230,10,259,250
491,1234,16,259,251
492,1234,10,260,251
493,1238,10,260,252
494,1238,10,261,253
495,1239,7,262,253
496,1241,2,262,253
497,1241,8,262,254
498,1243,0,262,254
499,1243,9,263,255
500,1244,17,264,255
501,1244,17,264,256
502,1245,0,264,257
503,1246,3,264,257
504,1250,2,264,257
505,1255,7,265,257
506,1260,17,266,257
507,1261,0,266,258
508,1264,12,267,258
509,1268,10,268,259
510,1272,12,269,260
511,1275,5,269,260
512,1280,1,269,260
513,1284,16,270,260
514,1289,20,270,261
515,1293,6,271,261
516,1298,14,272,262
517,1299,20,272,263
518,1301,4,273,264
519,1306,4,274,264
520,1306,2,274,265
521,1308,20,275,265
522,1309,5,275,265
523,1311,15,275,266
524,1316,6,276,267
525,1317,9,276,267
526,1317,20,276,268
527,1318,16,277,268
528,1323,15,277,269
529,1328,13,278,270
530,1332,7,278,270
531,1333,8,278,271
532,1336,18,278,272
533,1341,13,279,273
534,1341,17,279,274
535,1341,10,279,275
536,1341,8,280,275
537,1346,7,281,276
538,1347,17,282,276
539,1352,16,282,277
540,1352,15,282,278
541,1354,10,283,279
542,1354,8,284,279
543,1359,5,284,280
544,1360,2,285,281
545,1361,0,286,282
546,1366,7,287,282
547,1371,11,288,282
548,1371,4,288,283
549,1373,2,289,283
550,1375,15,290,284
551,1380,16,291,285
552,1385,12,292,285
553,1390,9,292,286
554,1394,9,292,287
555,1396,20,293,288
556,1398,3,293,288
557,1398,19,294,289
558,1401,6,294,290
559,1404,3,295,290
560,1404,9,295,290
561,1405,19,296,290
562,1406,11,296,290
563,1407,15,297,291
564,1411,0,298,291
565,1416,1,298,291
566,1416,5,298,292
567,1417,2,298,293
568,1418,4,298,293
569,1418,1,299,294
570,1421,7,300,295
571,1424,10,300,296
572,1429,16,300,296
573,1433,10,301,297
574,1434,17,302,297
575,1436,8,303,298
576,1440,15,304,299
577,1444,4,305,299
578,1448,17,306,299
579,1449,15,306,300
580,1453,12,307,300
581,1458,7,307,301
582,1459,10,307,301
583,1459,2,307,302
584,1464,17,308,302
585,1468,7,309,302
586,1470,5,310,302
587,1475,4,310,302
588,1477,4,311,303
589,1482,7,312,303
590,1487,10,313,303
591,1488,15,314,304
592,1488,14,314,304
593,1489,20,314,304
594,1490,9,314,305
595,1495,16,314,305
596,1495,2,314,305
597,1495,4,315,305
598,1497,4,315,306
599,1499,1,315,306
600,1499,16,316,306
601,1501,15,316,307
602,1502,1,316,307
603,1505,11,316,307
604,1509,9,317,307
605,1514,12,318,308
606,1519,20,319,308
607,1520,18,320,308
608,1520,4,320,309
609,1524,9,321,310
610,1527,10,322,310
611,1532,8,322,311
612,1534,13,322,312
613,1536,7,323,313
614,1539,10,323,313
615,1541,15,323,314
616,1544,15,324,315
617,1548,12,325,316
618,1551,12,326,316
619,1554,1,326,317
620,1559,4,327,318
621,1559,14,327,318
622,1561,20,328,319
623,1566,16,329,319
624,1566,4,329,320
625,1571,1,330,321
626,1571,9,330,321
627,1576,14,330,322
628,1580,1,331,323
629,1585,2,332,323
630,1588,14,332,323
631,1592,5,332,324
632,1594,4,333,325
633,1594,19,333,326
634,1596,10,334,327
635,1601,13,335,328
636,1604,0,336,329
637,1607,4,336,330
638,1607,20,337,331
639,1610,20,337,331
640,1615,15,338,332
641,1618,0,338,333
642,1620,1,338,333
643,1621,8,339,334
644,1624,16,339,335
645,1628,3,340,335
646,1628,17,340,336
647,1631,6,341,337
648,1636,8,341,338
649,1638,16,341,338
650,1642,19,341,339
651,1645,13,342,340
652,1646,8,342,341
653,1648,1,342,341
654,1651,1,343,341
655,1651,11,344,341
656,1653,0,345,342
657,1658,1,345,342
658,1659,11,346,343
659,1664,17,346,343
660,1669,18,347,344
661,1673,0,348,344
662,1676,20,348,345
663,1676,16,349,346
664,1679,7,349,346
665,1680,16,349,346
666,1681,20,350,347
667,1681,0,350,348
668,1686,16,351,348
669,1691,6,352,348
670,1692,2,352,349
671,1697,14,352,349
672,1701,5,353,350
673,1701,2,354,350
674,1701,4,355,350
675,1703,19,356,350
676,1704,19,357,351
677,1704,18,357,351
678,1706,17,357,351
679,1707,12,357,352
680,1709,5,358,353
681,1710,17,359,354
682,1712,16,360,355
683,1713,5,360,355
684,1717,16,360,356
685,1722,7,360,357
686,1726,20,361,358
687,1730,16,361,359
688,1733,0,361,360
689,1738,10,362,360
690,1739,9,363,360
691,1739,14,364,360
692,1742,10,365,360
693,1743,20,366,361
694,1747,18,367,361
695,1748,5,367,361
696,1753,1,368,361
697,1756,6,369,362
698,1760,7,369,363
699,1763,18,370,364
700,1766,18,370,364
701,1771,2,371,365
702,1775,7,372,365
703,1775,8,373,366
704,1779,15,374,366
705,1779,10,375,366
706,1782,13,375,367
707,1784,20,376,367
708,1787,15,377,368
709,1792,16,378,368
710,1795,10,379,369
711,1796,16,379,369
712,1797,10,379,370
713,1797,4,379,370
714,1801,18,379,370
715,1802,5,380,371
716,1803,13,380,371
717,1807,17,381,371
718,1807,2,381,372
719,1808,4,382,373
720,1808,4,383,373
721,1808,15,384,373
722,1812,2,384,374
723,1814,2,384,375
724,1818,13,384,375
725,1821,19,385,376
726,1823,16,386,377
727,1824,10,387,378
728,1828,18,388,379
729,1828,2,389,379
730,1828,12,389,379
731,1831,18,390,379
732,1832,2,391,379
733,1837,15,392,380
734,1842,14,392,381
735,1845,11,393,382
736,1850,10,394,382
737,1851,16,395,382
738,1855,0,396,383
739,1855,6,396,384
740,1856,7,396,385
741,1861,11,397,385
742,1861,4,398,385
743,1862,0,398,385
744,1864,16,399,385
745,1869,11,399,385
746,1869,11,400,386
747,1871,8,400,387
748,1874,3,401,388
749,1875,7,402,389
750,1877,16,403,390
