frame,total_vehicles,queue_count,red_light_violations,rash_driving
137,296,19,62,77
138,297,4,62,77
139,300,8,62,78
140,305,1,63,79
141,310,6,63,79
142,315,17,63,80
143,320,5,63,81
144,320,0,63,82
145,322,10,64,82
146,326,16,64,82
147,327,5,65,83
148,328,17,66,83
149,328,0,67,84
150,333,5,67,84
151,338,18,67,84
152,339,17,67,85
153,342,15,68,86
154,347,10,69,86
155,350,4,69,86
156,352,20,69,87
157,356,16,69,88
158,359,17,69,88
159,364,4,70,88
160,364,3,70,89
161,365,13,71,90
162,367,7,72,90
163,370,1,73,90
164,370,18,74,90
165,372,4,75,91
166,376,4,75,92
167,376,13,76,92
168,379,4,76,92
169,383,7,77,92
170,387,19,78,92
171,390,0,78,93
172,394,12,79,93
173,396,8,79,94
174,396,0,79,95
175,397,4,80,96
176,397,20,80,97
177,400,20,81,97
178,404,13,81,98
179,409,1,82,98
180,411,17,82,98
181,413,2,82,99
182,413,0,83,100
183,414,6,84,100
184,414,20,85,101
185,414,13,86,102
186,419,9,86,102
187,423,12,87,102
188,427,4,87,102
189,427,15,87,103
190,429,8,88,104
191,430,9,88,104
192,432,7,88,104
193,432,3,89,104
194,437,11,89,104
195,437,8,89,105
196,441,2,90,106
197,443,13,91,106
198,447,1,92,107
199,448,18,93,108
200,453,4,94,109
201,456,5,94,109
202,460,18,94,109
203,462,14,94,109
204,463,3,94,109
205,466,0,95,110
206,468,10,96,111
207,472,14,97,111
208,473,15,97,111
209,474,18,97,111
210,477,2,97,111
211,481,4,97,111
212,483,1,97,112
213,486,6,98,113
214,489,5,99,113
215,492,20,100,113
216,494,14,100,114
217,499,8,101,115
218,502,3,102,116
219,505,20,103,117
220,510,19,104,118
221,512,3,104,119
222,514,8,104,119
223,518,17,105,119
224,518,18,105,120
225,521,1,106,120
226,526,20,107,121
227,531,4,108,122
228,532,14,108,122
229,533,5,108,123
230,536,7,109,124
231,538,13,109,124
232,541,7,109,124
233,543,20,110,124
234,548,3,110,124
235,548,14,110,125
236,550,10,111,125
237,552,1,111,125
238,554,3,111,126
239,559,7,111,127
240,559,3,112,128
241,564,10,112,128
242,567,7,112,128
243,571,11,113,128
244,575,16,113,129
245,578,11,114,129
246,582,3,115,129
247,583,1,116,130
248,587,15,117,130
249,592,20,117,131
250,597,2,118,131
251,599,20,118,132
252,600,10,119,132
253,600,5,119,132
254,601,16,120,133
255,603,0,120,134
256,605,17,121,134
257,606,9,121,134
258,608,5,121,135
259,611,0,121,135
260,614,14,121,135
261,616,20,122,135
262,621,11,123,136
263,621,16,123,137
264,621,11,124,138
265,623,9,125,139
266,628,10,125,140
267,630,18,125,141
268,633,14,126,142
269,634,20,126,142
270,639,10,126,143
271,643,18,127,144
272,647,19,127,145
273,652,3,127,146
274,653,12,127,146
275,655,8,128,147
276,658,9,128,148
277,658,19,128,148
278,661,20,129,148
279,663,6,129,149
280,663,7,129,150
281,668,5,130,150
282,672,13,131,151
283,676,11,131,152
284,676,13,131,152
285,678,13,132,152
286,681,9,132,152
287,683,6,132,152
288,684,1,133,152
289,688,0,134,153
290,693,6,134,154
291,693,5,134,155
292,694,6,134,156
293,695,12,135,156
294,698,9,136,156
295,701,19,136,156
296,702,2,136,157
297,705,12,136,157
298,705,19,137,157
299,709,11,137,158
300,711,11,137,158
301,712,13,138,158
302,712,16,139,159
303,713,17,140,159
304,717,10,140,159
305,722,13,141,159
306,724,0,142,159
307,728,13,143,160
308,732,6,144,161
309,735,3,145,162
310,736,20,146,163
311,737,10,146,163
312,740,16,147,164
313,743,0,147,165
314,748,13,148,165
315,753,2,148,166
316,757,6,148,166
317,760,11,149,167
318,765,19,150,167
319,766,2,150,167
320,770,0,150,167
321,774,5,151,168
322,775,10,152,169
323,778,8,152,169
324,780,2,153,169
325,784,15,153,170
326,787,17,153,170
327,789,13,154,170
328,792,7,154,170
329,795,8,154,170
330,797,6,154,171
331,797,15,154,171
332,800,18,155,172
333,803,13,155,172
334,804,13,156,172
335,808,16,156,172
336,809,5,157,173
337,811,2,158,174
338,815,13,159,174
339,818,17,159,174
340,818,13,160,175
341,822,16,160,176
342,822,11,160,177
343,823,4,160,178
344,826,5,160,179
345,828,5,160,179
346,828,17,161,180
347,830,11,161,181
348,834,9,162,181
349,834,3,162,181
350,836,11,162,181
351,838,1,162,182
352,838,11,163,183
353,839,4,164,183
354,841,13,165,183
355,842,8,165,183
356,846,0,165,183
357,846,20,166,184
358,848,16,167,185
359,851,12,167,185
360,855,17,168,186
361,855,18,168,187
362,859,14,168,188
363,861,2,168,189
364,866,1,168,189
365,870,8,169,190
366,872,7,170,191
367,872,1,170,192
368,874,16,171,192
369,875,5,171,193
370,879,16,171,194
371,879,2,172,194
372,884,10,173,195
373,884,1,174,196
374,887,18,175,197
375,892,5,175,197
376,896,20,176,198
377,896,16,176,199
378,901,17,176,200
379,903,3,177,200
380,908,7,177,200
381,912,20,178,201
382,915,1,178,201
383,918,15,179,201
384,918,5,179,201
385,919,0,179,201
386,923,9,179,202
387,923,12,180,202
388,926,10,181,203
389,927,8,182,204
390,931,2,183,205
391,933,18,183,205
392,934,7,183,205
393,938,10,184,205
394,938,4,184,206
395,939,9,184,206
396,941,15,184,206
397,944,9,185,206
398,946,1,186,206
399,950,4,187,206
400,952,12,187,207
401,954,2,187,207
402,956,13,188,207
403,961,1,188,208
404,961,12,188,209
405,962,8,189,210
406,967,2,189,210
407,972,8,189,210
408,975,2,189,211
409,980,12,189,211
410,980,20,190,211
411,984,5,190,212
412,989,8,191,213
413,990,7,192,214
414,992,16,193,215
415,996,7,194,216
416,996,14,194,216
417,997,13,195,217
418,998,6,195,218
419,999,17,196,218
420,1002,15,197,218
421,1002,6,198,219
422,1007,16,198,219
423,1008,2,198,219
424,1009,13,199,219
425,1010,19,200,219
426,1011,2,200,219
427,1011,0,200,220
428,1013,16,201,221
429,1014,4,201,222
430,1015,14,201,223
431,1020,11,201,223
432,1024,2,202,224
433,1026,11,202,225
434,1029,5,203,226
435,1034,18,203,226
436,1037,14,204,227
437,1040,5,204,228
438,1043,9,204,229
439,1045,10,204,230
440,1048,4,204,231
441,1053,20,204,232
442,1056,13,204,233
443,1057,7,204,234
444,1058,6,205,235
445,1059,7,205,235
446,1062,19,206,235
447,1065,9,207,236
448,1067,5,207,237
449,1071,17,207,237
450,1075,13,208,238
451,1078,1,209,238
452,1080,11,209,239
453,1084,1,209,240
454,1084,17,209,241
455,1087,14,210,242
456,1087,3,210,242
457,1092,16,211,243
458,1094,11,211,243
459,1094,4,211,244
460,1099,16,212,244
461,1103,3,212,245
462,1106,11,213,246
463,1110,12,213,247
464,1111,18,214,247
465,1113,1,215,247
466,1113,19,215,247
467,1113,15,216,248
468,1118,6,216,249
469,1123,4,217,249
470,1128,5,217,250
471,1131,6,218,251
472,1136,18,219,252
473,1139,12,219,253
474,1141,15,219,254
475,1144,16,219,254
476,1147,2,220,254
477,1150,4,220,254
478,1152,2,220,255
479,1153,20,221,255
480,1156,15,221,255
481,1161,12,221,255
482,1164,18,221,255
483,1168,9,221,256
484,1173,14,222,256
485,1178,20,222,256
486,1179,19,222,257
487,1180,13,222,257
488,1183,19,223,257
489,1187,3,224,258
490,1189,9,225,259
491,1191,13,226,260
492,1195,1,226,261
493,1200,11,226,262
494,1202,1,227,262
495,1207,13,228,263
496,1208,9,229,264
497,1213,0,230,264
498,1216,15,231,264
499,1216,0,232,264
500,1216,15,233,265
501,1218,12,234,265
502,1223,7,234,266
503,1227,11,234,267
504,1231,6,235,267
505,1233,14,235,268
506,1233,17,236,268
507,1238,16,237,269
508,1239,12,238,270
509,1239,0,238,270
510,1242,5,238,270
511,1246,4,239,270
512,1251,15,240,270
513,1255,15,241,271
514,1256,5,242,271
515,1256,6,243,271
516,1257,2,244,272
517,1258,19,245,273
518,1261,4,245,274
519,1263,3,245,275
520,1267,1,246,276
521,1270,7,247,276
522,1273,7,248,276
523,1277,3,248,276
524,1280,13,249,277
525,1285,12,250,277
526,1289,1,251,278
527,1294,18,251,279
528,1298,5,252,279
529,1303,6,253,280
530,1308,0,254,280
531,1312,9,254,280
532,1313,19,254,281
533,1315,0,254,282
534,1320,4,254,282
535,1320,3,254,282
536,1320,1,254,283
537,1325,13,254,283
538,1326,20,254,283
539,1327,13,254,284
540,1330,16,254,285
541,1335,12,255,285
542,1337,17,256,286
543,1338,16,256,287
544,1340,4,257,288
545,1343,19,258,288
546,1348,13,258,289
547,1351,19,258,289
548,1356,16,259,289
549,1358,16,260,290
550,1362,10,260,291
551,1364,9,260,291
552,1366,5,261,292
553,1370,18,262,292
554,1372,9,263,293
555,1375,2,264,294
556,1380,6,265,294
557,1380,6,265,294
558,1384,15,265,295
559,1389,14,266,296
560,1389,5,266,296
561,1390,11,266,296
562,1392,16,267,297
563,1394,18,268,298
564,1396,1,268,299
565,1397,7,269,299
566,1402,7,270,299
567,1402,10,271,300
568,1407,3,272,301
569,1408,12,273,301
570,1409,3,273,302
571,1413,15,274,302
572,1418,12,274,302
573,1421,2,275,302
574,1423,6,276,302
575,1425,19,276,303
576,1430,4,277,303
577,1434,9,278,303
578,1439,1,278,304
579,1440,0,279,305
580,1440,11,279,305
581,1442,3,279,306
582,1443,9,280,306
583,1443,9,280,306
584,1447,7,280,307
585,1451,20,280,307
586,1453,17,281,308
587,1456,2,282,308
588,1459,11,282,309
589,1464,13,282,309
590,1469,9,283,309
591,1470,9,283,309
592,1474,3,284,310
593,1479,8,285,311
594,1483,16,286,312
595,1484,16,287,313
596,1485,3,287,313
597,1489,3,287,314
598,1492,5,287,315
599,1495,20,288,315
600,1497,16,288,315
601,1497,20,289,316
602,1500,16,290,316
603,1503,5,291,317
604,1506,19,292,318
605,1510,1,292,318
606,1515,3,292,318
607,1516,20,293,319
608,1518,8,293,320
609,1520,8,294,320
610,1521,1,294,320
611,1522,0,295,321
612,1527,14,296,321
613,1531,1,296,322
614,1532,13,296,323
615,1532,9,296,323
616,1535,7,297,324
617,1535,13,298,324
618,1539,20,299,325
619,1541,7,299,326
620,1542,10,299,327
621,1546,0,299,327
622,1551,17,299,328
623,1552,4,299,328
624,1553,3,300,329
625,1557,15,300,330
626,1558,11,301,330
627,1561,18,302,331
628,1562,11,302,332
629,1564,5,303,333
630,1564,14,303,334
631,1565,7,304,335
632,1567,15,304,336
633,1568,2,304,337
634,1571,15,305,338
635,1576,1,305,338
636,1581,19,306,338
637,1582,19,307,338
638,1584,11,308,338
639,1588,3,309,338
640,1589,15,310,339
641,1593,10,311,339
642,1597,0,312,339
643,1600,16,313,339
644,1604,9,314,339
645,1608,14,314,340
646,1613,9,314,341
647,1616,19,314,341
648,1621,7,315,342
649,1623,3,315,343
650,1624,20,316,344
651,1627,9,317,345
652,1631,1,318,345
653,1631,13,318,345
654,1632,19,319,346
655,1635,13,320,346
656,1635,1,320,346
657,1640,20,320,346
658,1640,7,320,347
659,1642,0,320,348
660,1644,7,320,348
661,1647,8,321,348
662,1648,8,322,349
663,1648,2,322,349
664,1648,0,323,349
665,1653,7,323,350
666,1658,5,324,350
667,1658,11,324,350
668,1659,19,324,350
669,1660,13,325,351
670,1663,14,326,352
671,1667,0,327,353
672,1669,15,327,354
673,1673,12,328,355
674,1675,17,328,356
675,1677,16,329,356
676,1680,11,330,357
677,1681,15,331,357
678,1685,12,332,358
679,1687,13,333,359
680,1691,10,334,360
681,1694,19,335,360
682,1697,17,335,361
683,1701,2,335,361
684,1702,6,335,362
685,1704,20,336,362
686,1706,9,336,362
687,1707,1,337,363
688,1712,9,338,363
689,1716,10,339,364
690,1720,10,340,365
691,1725,17,340,365
692,1727,2,340,366
693,1730,10,340,367
694,1731,0,340,368
695,1735,15,340,369
696,1738,17,341,370
697,1738,6,341,370
698,1742,6,341,371
699,1743,6,341,372
700,1745,15,341,372
701,1748,8,342,372
702,1750,15,342,372
703,1751,15,343,372
704,1752,16,344,372
705,1753,3,344,372
706,1756,5,344,372
707,1761,8,345,373
708,1761,4,346,374
709,1766,3,347,375
710,1769,9,348,375
711,1773,17,348,375
712,1777,13,349,375
713,1782,2,350,375
714,1783,7,351,376
715,1784,6,352,377
716,1786,20,353,377
717,1788,20,354,377
718,1793,0,355,378
719,1798,1,355,379
720,1799,10,355,379
721,1804,18,356,380
722,1809,4,357,380
723,1810,17,358,380
724,1810,12,359,380
725,1811,18,359,380
726,1813,20,359,380
727,1818,7,360,381
728,1821,11,360,381
729,1823,16,361,382
730,1826,7,362,382
731,1826,3,362,383
732,1829,13,363,383
733,1834,0,364,384
734,1835,1,364,385
735,1839,0,364,385
736,1840,16,364,386
737,1841,13,365,387
738,1846,0,366,387
739,1849,3,366,387
740,1852,9,367,388
741,1853,18,368,389
742,1853,6,368,390
743,1856,16,369,391
744,1859,17,370,392
745,1863,9,370,393
746,1868,20,370,394
747,1870,17,370,395
748,1872,11,371,395
749,1877,0,372,395
750,1878,7,372,396
