frame,total_vehicles,queue_count,red_light_violations,rash_driving
122,334,7,51,57
123,337,12,51,58
124,340,19,51,59
125,345,0,51,60
126,349,5,51,60
127,351,5,51,60
128,356,18,51,60
129,359,13,52,61
130,363,6,52,61
131,367,20,52,61
132,372,12,52,62
133,373,0,53,63
134,377,1,53,64
135,380,6,54,64
136,384,13,55,65
137,384,3,56,66
138,384,19,57,67
139,384,3,58,68
140,388,19,59,69
141,392,9,59,69
142,394,1,59,69
143,395,0,59,69
144,395,17,59,70
145,398,20,60,71
146,402,19,61,72
147,405,17,61,73
148,405,4,61,73
149,409,13,62,74
150,410,8,62,74
151,410,6,62,74
152,412,10,63,74
153,413,8,64,74
154,417,4,64,75
155,421,0,65,76
156,425,11,66,77
157,427,0,67,78
158,429,20,68,78
159,433,8,69,79
160,437,9,70,80
161,439,20,70,80
162,440,10,70,80
163,445,7,71,81
164,445,3,71,82
165,445,13,71,82
166,447,15,71,83
167,452,18,72,83
168,455,15,72,84
169,455,12,72,85
170,457,15,73,86
171,457,19,73,86
172,460,16,73,87
173,465,17,74,87
174,469,8,75,87
175,471,7,75,87
176,473,8,76,87
177,476,10,77,87
178,478,16,78,87
179,479,2,79,87
180,483,7,79,87
181,486,15,79,88
182,486,2,80,88
183,490,15,80,89
184,493,12,80,90
185,498,10,81,90
186,502,8,82,90
187,502,6,82,90
188,505,19,83,91
189,507,14,84,92
190,507,4,84,92
191,507,12,84,93
192,512,11,85,93
193,516,8,85,93
194,518,0,85,93
195,519,11,85,93
196,520,13,85,93
197,521,10,86,93
198,524,4,86,93
199,528,5,87,94
200,529,14,88,94
201,529,7,89,94
202,533,12,89,94
203,536,6,89,95
204,540,2,90,95
205,544,20,90,96
206,548,7,91,97
207,551,12,91,97
208,553,1,92,97
209,553,2,92,97
210,556,18,92,98
211,556,20,93,98
212,559,13,93,99
213,564,0,93,99
214,565,0,93,99
215,570,18,94,100
216,571,16,95,101
217,576,12,95,102
218,579,7,96,102
219,583,3,97,103
220,583,14,97,104
221,586,14,98,105
222,586,3,99,105
223,586,16,100,106
224,588,16,101,107
225,588,9,102,108
226,593,13,103,109
227,595,11,104,109
228,600,1,105,109
229,602,7,105,110
230,605,20,105,111
231,605,8,106,112
232,607,17,107,113
233,610,5,107,114
234,614,19,108,115
235,617,6,109,115
236,621,9,110,116
237,622,6,111,116
238,622,8,112,117
239,622,18,113,117
240,627,12,114,118
241,629,19,115,119
242,630,14,115,119
243,632,10,116,120
244,634,7,116,120
245,637,15,116,121
246,641,0,116,122
247,643,9,117,122
248,645,10,117,122
249,647,19,117,123
250,648,19,117,123
251,650,15,118,123
252,650,7,118,123
253,650,5,118,123
254,651,12,118,124
255,655,8,118,124
256,660,2,119,124
257,663,11,119,124
258,666,4,120,124
259,670,5,120,125
260,673,8,120,125
261,677,7,121,126
262,677,15,122,126
263,677,14,122,126
264,681,13,122,126
265,684,13,123,126
266,688,20,123,126
267,692,6,124,126
268,694,2,124,127
269,694,6,124,127
270,694,15,124,128
271,698,5,125,128
272,698,3,125,129
273,703,13,126,129
274,703,1,126,129
275,707,3,127,130
276,708,17,128,130
277,711,12,128,130
278,716,14,129,131
279,719,12,129,132
280,721,2,129,132
281,725,15,129,132
282,728,0,130,133
283,731,16,131,134
284,735,10,132,134
285,735,12,132,134
286,736,15,133,134
287,741,17,134,135
288,742,11,135,136
289,744,7,136,137
290,749,1,137,137
291,750,4,138,138
292,753,15,138,138
293,757,16,139,139
294,759,6,139,140
295,760,15,140,141
296,764,2,141,141
297,768,2,141,142
298,773,0,142,142
299,773,20,143,143
300,776,13,144,143
301,778,9,144,144
302,783,19,144,144
303,786,1,144,144
304,791,3,144,145
305,795,19,144,145
306,798,17,145,146
307,799,19,146,146
308,801,18,146,146
309,804,10,147,146
310,807,8,147,147
311,811,3,147,148
312,812,3,148,148
313,812,5,148,149
314,812,14,148,150
315,817,15,149,151
316,818,2,150,151
317,818,9,150,152
318,821,0,150,153
319,825,11,150,154
320,827,3,150,154
321,827,19,151,154
322,830,18,151,154
323,835,5,152,154
324,836,7,152,155
325,838,1,152,155
326,840,11,153,155
327,841,17,154,155
328,841,4,155,156
329,842,18,156,156
330,846,2,157,156
331,849,14,158,157
332,851,15,159,158
333,854,16,159,158
334,854,14,160,158
335,856,12,161,158
336,860,6,162,159
337,864,9,162,160
338,864,1,162,160
339,866,4,162,160
340,867,18,163,161
341,868,10,163,162
342,871,7,163,162
343,876,17,163,163
344,878,19,163,163
345,879,10,164,163
346,881,2,165,164
347,884,18,166,165
348,884,19,167,165
349,885,5,167,166
350,889,19,167,167
351,892,16,168,167
352,894,1,169,168
353,894,10,170,169
354,896,14,170,169
355,897,19,171,169
356,902,1,172,169
357,903,7,172,170
358,905,18,172,170
359,908,4,172,170
360,909,4,172,171
361,912,12,173,171
362,916,11,173,171
363,918,2,174,172
364,920,11,175,173
365,920,20,175,174
366,924,16,175,175
367,925,2,175,176
368,929,10,176,177
369,930,9,177,178
370,930,1,178,178
371,934,6,179,179
372,936,12,180,179
373,941,20,181,180
374,941,5,181,180
375,941,16,181,180
376,944,0,181,180
377,947,3,181,181
378,949,14,182,181
379,953,16,183,182
380,956,1,184,183
381,958,18,184,183
382,960,3,185,183
383,961,13,186,184
384,963,11,186,184
385,968,3,186,184
386,971,8,187,185
387,973,20,188,186
388,974,1,189,186
389,978,4,189,187
390,981,17,189,187
391,982,9,190,187
392,984,18,191,188
393,984,10,192,189
394,987,8,193,190
395,987,13,194,190
396,988,18,195,191
397,991,13,195,192
398,993,8,195,193
399,995,3,196,193
400,998,1,197,194
401,999,11,197,195
402,1003,3,198,195
403,1007,19,199,196
404,1010,15,200,196
405,1011,18,201,196
406,1011,3,201,197
407,1013,3,201,197
408,1013,12,202,198
409,1016,12,202,198
410,1019,2,203,198
411,1020,15,204,198
412,1024,1,205,199
413,1029,13,206,199
414,1034,19,206,199
415,1036,18,207,199
416,1040,15,208,199
417,1040,8,209,199
418,1042,18,209,200
419,1044,3,210,201
420,1045,13,211,201
421,1047,7,211,201
422,1047,15,212,201
423,1047,2,212,202
424,1048,6,213,203
425,1051,15,214,203
426,1053,7,214,204
427,1055,2,214,204
428,1057,7,214,204
429,1059,12,214,205
430,1060,20,214,205
431,1062,11,214,205
432,1066,18,214,206
433,1070,17,214,207
434,1075,6,215,207
435,1076,17,215,208
436,1077,10,216,209
437,1082,14,216,210
438,1083,15,217,210
439,1087,3,217,211
440,1092,5,217,211
441,1097,5,217,211
442,1099,8,217,212
443,1099,20,218,212
444,1102,10,218,212
445,1105,14,219,213
446,1110,6,220,213
447,1115,13,221,213
448,1115,6,222,214
449,1117,5,222,215
450,1120,14,222,216
451,1124,1,222,217
452,1128,2,222,217
453,1133,18,222,218
454,1133,3,222,219
455,1138,2,223,219
456,1142,3,223,219
457,1146,18,223,219
458,1151,15,224,219
459,1155,0,225,219
460,1157,1,226,220
461,1161,18,226,221
462,1162,17,226,222
463,1163,7,226,222
464,1163,18,227,222
465,1168,19,227,223
466,1169,6,227,224
467,1170,14,227,225
468,1173,16,228,225
469,1174,12,228,225
470,1175,7,228,225
471,1176,0,228,225
472,1180,7,229,225
473,1181,2,229,226
474,1184,19,229,227
475,1186,19,230,227
476,1188,7,231,227
477,1193,15,231,228
478,1196,18,231,229
479,1198,10,231,229
480,1200,8,231,230
481,1205,2,231,230
482,1209,20,232,230
483,1212,7,232,231
484,1215,14,233,231
485,1218,2,234,231
486,1222,9,235,232
487,1225,5,235,233
488,1227,1,235,233
489,1231,18,235,234
490,1234,1,236,234
491,1239,4,236,234
492,1242,9,237,234
493,1242,20,238,234
494,1244,13,239,234
495,1244,18,240,234
496,1247,8,240,234
497,1247,17,241,234
498,1251,7,242,234
499,1252,11,243,234
500,1254,20,244,235
501,1256,20,245,235
502,1258,8,246,236
503,1263,19,247,237
504,1263,20,248,238
505,1266,2,249,239
506,1266,20,249,240
507,1269,11,249,241
508,1269,5,249,242
509,1272,9,249,242
510,1276,15,249,242
511,1281,16,249,242
512,1285,12,249,243
513,1286,6,249,243
514,1287,3,250,243
515,1288,12,251,244
516,1293,11,251,244
517,1293,18,251,244
518,1294,2,251,244
519,1298,11,252,244
520,1300,12,253,245
521,1301,19,254,246
522,1303,16,255,247
523,1304,0,255,248
524,1308,13,256,248
525,1309,10,256,249
526,1314,16,257,249
527,1314,3,257,249
528,1318,0,257,249
529,1318,2,257,249
530,1320,6,258,250
531,1324,13,258,250
532,1324,5,258,250
533,1329,7,259,250
534,1331,5,259,251
535,1332,2,260,251
536,1332,7,261,251
537,1334,4,262,252
538,1338,13,263,253
539,1339,4,263,254
540,1344,12,264,255
541,1344,0,265,256
542,1347,3,266,257
543,1351,0,266,258
544,1356,15,266,258
545,1361,11,267,258
546,1366,15,267,259
547,1368,13,267,260
548,1368,18,267,261
549,1369,10,268,262
550,1369,18,268,262
551,1371,4,268,263
552,1372,20,269,263
553,1375,9,270,264
554,1380,8,270,264
555,1382,15,270,265
556,1386,12,271,266
557,1390,16,271,267
558,1395,13,272,268
559,1397,3,272,269
560,1397,3,273,269
561,1398,20,273,270
562,1402,11,274,271
563,1402,4,274,272
564,1403,16,274,273
565,1406,0,275,274
566,1408,12,275,275
567,1408,3,276,276
568,1413,16,276,277
569,1413,2,277,278
570,1413,3,278,279
571,1413,20,278,280
572,1414,14,278,280
573,1418,3,278,281
574,1421,12,279,281
575,1422,15,279,281
576,1424,20,280,281
577,1428,0,280,281
578,1428,1,280,281
579,1432,1,281,282
580,1437,14,282,282
581,1438,16,283,282
582,1442,19,284,283
583,1446,3,285,283
584,1449,3,286,283
585,1452,12,287,283
586,1453,3,287,284
587,1456,14,287,284
588,1456,9,287,285
589,1457,18,287,286
590,1462,19,288,286
591,1466,20,288,286
592,1468,10,289,287
593,1472,15,290,288
594,1474,14,290,289
595,1475,15,290,290
596,1478,20,290,290
597,1481,2,290,291
598,1486,12,291,291
599,1486,7,291,291
600,1486,7,292,292
601,1486,17,292,292
602,1491,16,292,293
603,1494,7,293,293
604,1498,8,293,294
605,1500,10,294,294
606,1502,12,295,294
607,1502,7,296,294
608,1503,3,297,295
609,1508,9,298,296
610,1511,13,298,296
611,1512,4,298,296
612,1515,1,298,297
613,1516,12,299,298
614,1517,2,299,298
615,1519,8,299,299
616,1521,11,300,299
617,1526,11,301,299
618,1526,14,301,300
619,1527,2,302,301
620,1530,19,303,302
621,1532,4,304,302
622,1534,17,304,303
623,1539,15,304,304
624,1544,17,304,305
625,1546,10,305,306
626,1546,0,306,307
627,1549,16,306,307
628,1554,12,306,307
629,1558,7,306,308
630,1559,1,306,309
631,1564,3,306,309
632,1568,5,306,310
633,1568,9,307,310
634,1573,18,308,310
635,1578,8,308,310
636,1582,17,308,311
637,1582,5,308,312
638,1583,1,309,312
639,1587,8,309,312
640,1591,9,309,313
641,1592,5,309,313
642,1596,16,310,313
643,1598,3,311,313
644,1598,4,311,314
645,1600,8,312,315
646,1601,12,313,316
647,1603,8,314,316
648,1608,12,314,317
649,1612,8,314,317
650,1613,12,315,318
651,1614,4,316,318
652,1616,10,316,318
653,1618,8,316,318
654,1619,11,317,319
655,1619,12,318,319
656,1619,17,319,320
657,1619,2,320,320
658,1623,20,320,321
659,1626,6,320,321
660,1631,6,320,322
661,1632,19,320,322
662,1633,18,320,323
663,1636,14,321,324
664,1637,12,321,324
665,1637,8,322,325
666,1641,3,322,325
667,1645,11,323,326
668,1645,3,323,327
669,1645,19,323,327
670,1645,4,324,327
671,1649,9,325,327
672,1650,3,325,327
673,1653,0,326,327
674,1656,10,326,328
675,1661,1,326,328
676,1666,10,326,328
677,1669,8,326,329
678,1673,10,327,329
679,1675,2,328,330
680,1676,0,328,331
681,1678,17,328,332
682,1679,20,328,332
683,1681,6,328,333
684,1683,12,328,333
685,1688,18,329,334
686,1693,8,330,334
687,1698,15,331,335
688,1699,10,332,335
689,1700,5,332,336
690,1702,11,333,336
691,1705,2,333,337
692,1705,17,333,337
693,1708,12,334,338
694,1708,8,334,339
695,1709,19,335,340
696,1714,9,336,341
697,1719,8,337,342
698,1722,16,337,343
699,1723,12,337,344
700,1724,18,337,344
701,1727,19,338,345
702,1732,1,338,346
703,1732,11,339,346
704,1732,16,339,347
705,1737,15,340,348
706,1739,13,340,349
707,1742,1,340,350
708,1745,9,341,351
709,1746,8,342,351
710,1750,10,342,352
711,1753,15,343,353
712,1755,15,344,354
713,1756,13,345,355
714,1761,10,345,356
715,1762,2,345,356
716,1762,8,345,357
717,1766,2,345,358
718,1766,1,346,359
719,1766,4,347,360
720,1769,5,347,361
721,1770,14,348,361
722,1772,19,349,361
723,1772,18,349,362
724,1772,20,349,362
725,1772,18,350,362
726,1774,4,350,363
727,1774,9,350,364
728,1774,7,351,365
729,1777,10,352,366
730,1780,16,353,367
731,1780,11,353,367
732,1782,6,353,368
733,1784,11,353,368
734,1786,4,353,368
735,1786,4,353,369
736,1786,12,354,369
737,1786,8,355,370
738,1790,4,355,370
739,1790,10,355,370
740,1794,12,356,370
741,1796,6,357,370
742,1799,16,358,370
743,1802,17,358,370
744,1807,18,359,370
745,1807,19,359,370
746,1812,13,360,371
747,1814,0,361,372
748,1815,3,362,372
749,1817,12,362,372
750,1822,7,363,372
