frame,total_vehicles,queue_count,red_light_violations,rash_driving
329,855,5,156,160
330,857,7,156,161
331,861,8,157,162
332,863,13,158,162
333,866,17,158,163
334,869,13,158,164
335,871,17,159,165
336,872,6,159,166
337,873,8,159,167
338,876,11,159,168
339,880,8,159,168
340,881,2,160,169
341,882,11,161,169
342,884,7,162,170
343,885,1,163,171
344,890,19,164,172
345,891,13,164,172
346,892,11,164,173
347,896,3,164,174
348,896,20,164,175
349,896,7,164,176
350,897,8,164,177
351,897,10,165,177
352,900,15,165,177
353,904,14,165,178
354,908,13,165,179
355,911,8,165,179
356,916,7,165,179
357,919,4,165,180
358,923,10,165,180
359,926,7,166,181
360,930,17,166,182
361,930,9,166,182
362,932,16,167,182
363,932,1,168,183
364,933,4,169,183
365,937,1,169,183
366,939,16,170,183
367,940,6,171,184
368,944,4,172,184
369,944,9,173,185
370,947,15,173,185
371,951,8,174,185
372,951,13,175,185
373,953,18,176,185
374,956,13,177,186
375,961,1,178,187
376,962,18,178,188
377,966,16,179,189
378,971,14,179,190
379,971,4,179,191
380,972,15,180,191
381,976,6,181,191
382,980,18,181,191
383,984,16,181,192
384,987,5,182,193
385,991,16,182,194
386,996,18,183,195
387,1001,6,184,195
388,1003,6,184,195
389,1003,0,185,196
390,1008,6,186,197
391,1008,15,187,198
392,1010,12,187,198
393,1013,5,188,199
394,1016,16,189,200
395,1021,19,190,200
396,1026,12,190,200
397,1029,7,191,200
398,1031,14,191,201
399,1036,3,191,201
400,1038,17,192,202
401,1043,10,193,203
402,1048,17,193,204
403,1053,18,194,204
404,1058,0,194,204
405,1060,0,195,205
406,1065,5,195,206
407,1066,19,195,207
408,1067,5,195,207
409,1072,18,195,208
410,1075,18,196,209
411,1078,12,197,209
412,1081,7,197,209
413,1082,13,197,210
414,1087,5,198,210
415,1089,9,198,211
416,1093,9,198,212
417,1094,8,198,212
418,1099,10,199,213
419,1102,12,200,214
420,1103,20,200,214
421,1108,6,201,214
422,1111,2,202,215
423,1113,3,202,216
424,1118,0,202,216
425,1121,10,202,216
426,1125,15,203,216
427,1130,11,204,216
428,1134,3,204,217
429,1135,9,204,218
430,1137,19,205,218
431,1138,16,206,219
432,1141,14,207,219
433,1144,16,207,219
434,1145,6,207,220
435,1147,5,208,220
436,1151,15,208,220
437,1155,2,208,220
438,1157,1,209,220
439,1158,16,210,221
440,1163,2,211,221
441,1164,15,211,222
442,1165,5,211,222
443,1168,20,211,222
444,1169,12,212,222
445,1170,18,213,222
446,1175,19,213,223
447,1180,15,214,224
448,1181,14,215,224
449,1185,16,215,225
450,1186,11,215,226
451,1191,19,216,226
452,1194,9,217,226
453,1195,3,218,227
454,1199,3,218,227
455,1202,18,218,228
456,1207,17,219,229
457,1208,15,220,229
458,1209,1,221,230
459,1209,4,222,231
460,1211,14,222,232
461,1212,17,222,232
462,1216,11,223,232
463,1217,3,223,232
464,1220,4,224,233
465,1225,20,225,233
466,1230,7,226,234
467,1232,6,227,235
468,1235,17,228,236
469,1240,19,229,237
470,1245,1,229,237
471,1245,4,230,238
472,1247,0,231,238
473,1250,10,232,238
474,1253,5,233,239
475,1253,8,233,240
476,1256,10,233,240
477,1256,9,233,241
478,1261,7,233,242
479,1263,17,234,243
480,1263,5,234,244
481,1263,13,234,245
482,1266,12,235,245
483,1267,8,235,245
484,1268,13,235,245
485,1268,4,235,245
486,1270,16,235,245
487,1272,3,235,245
488,1276,8,236,245
489,1280,4,237,246
490,1285,12,238,246
491,1290,20,239,247
492,1293,11,239,248
493,1298,17,240,249
494,1298,5,241,249
495,1298,15,242,250
496,1302,11,243,250
497,1303,3,243,251
498,1306,4,243,251
499,1308,0,243,252
500,1309,11,244,253
501,1311,17,245,254
502,1316,12,246,255
503,1321,5,247,255
504,1325,18,247,255
505,1326,9,248,256
506,1326,10,248,257
507,1329,20,249,257
508,1329,1,250,257
509,1333,7,250,258
510,1335,0,251,259
511,1337,13,252,259
512,1342,4,252,260
513,1344,19,253,260
514,1345,10,254,260
515,1350,15,254,261
516,1350,20,255,261
517,1352,4,255,262
518,1355,1,256,262
519,1356,8,257,262
520,1360,7,257,262
521,1365,18,258,263
522,1366,0,258,264
523,1368,20,259,264
524,1371,9,259,265
525,1371,16,259,265
526,1374,13,260,266
527,1375,6,260,266
528,1375,14,260,266
529,1380,1,261,266
530,1381,9,261,267
531,1383,10,261,267
532,1388,16,262,267
533,1388,3,262,267
534,1388,17,262,267
535,1390,11,262,267
536,1394,7,262,267
537,1398,20,263,268
538,1401,16,264,268
539,1403,19,265,269
540,1405,8,266,270
541,1406,17,266,270
542,1406,16,266,270
543,1406,15,266,271
544,1411,15,267,272
545,1413,19,268,272
546,1415,14,268,272
547,1419,12,268,273
548,1419,15,268,274
549,1420,5,269,274
550,1420,8,270,275
551,1425,4,271,276
552,1429,16,271,277
553,1434,20,271,277
554,1439,16,272,277
555,1439,11,273,278
556,1443,7,273,279
557,1448,15,274,280
558,1449,12,275,280
559,1449,14,276,280
560,1454,13,276,281
561,1459,7,276,282
562,1461,15,276,282
563,1465,9,277,283
564,1466,12,277,283
565,1468,13,277,283
566,1471,1,278,283
567,1471,1,279,284
568,1476,12,279,285
569,1478,5,280,285
570,1480,12,281,286
571,1485,10,282,286
572,1487,8,282,286
573,1488,15,282,286
574,1493,1,282,287
575,1494,5,282,288
576,1495,4,282,288
577,1497,18,282,288
578,1498,12,283,289
579,1503,14,284,289
580,1507,1,285,290
581,1507,17,285,291
582,1508,11,285,291
583,1513,19,285,292
584,1514,2,285,292
585,1517,14,286,293
586,1518,14,286,294
587,1521,3,287,294
588,1525,7,288,295
589,1530,3,289,295
590,1532,17,289,295
591,1535,8,290,296
592,1537,20,290,296
593,1538,13,291,296
594,1543,12,291,297
595,1547,9,291,297
596,1551,19,291,297
597,1556,2,292,298
598,1556,17,293,299
599,1559,13,293,299
600,1559,17,294,300
601,1562,12,294,301
602,1564,14,295,301
603,1567,7,295,302
604,1568,8,295,302
605,1572,5,296,303
606,1576,0,296,303
607,1578,20,296,303
608,1583,5,297,303
609,1584,17,297,304
610,1588,7,298,304
611,1588,2,299,304
612,1592,0,300,305
613,1595,9,300,306
614,1597,9,300,307
615,1599,3,300,308
616,1600,7,301,309
617,1604,1,301,310
618,1604,3,302,310
619,1605,3,302,311
620,1607,1,302,311
621,1610,15,302,311
622,1614,12,303,312
623,1616,5,303,312
624,1618,9,303,313
625,1618,2,304,314
626,1621,0,305,315
627,1621,2,306,315
628,1624,9,306,316
629,1626,8,306,316
630,1626,15,306,316
631,1626,18,307,317
632,1628,0,308,318
633,1629,7,309,318
634,1633,0,309,319
635,1635,9,309,319
636,1637,19,310,319
637,1637,5,310,320
638,1640,5,310,320
639,1642,16,311,320
640,1644,7,311,321
641,1648,5,311,322
642,1648,4,312,322
643,1649,10,313,322
644,1654,1,314,322
645,1659,14,314,322
646,1662,19,314,323
647,1663,13,315,324
648,1665,8,315,324
649,1666,12,315,325
650,1671,7,315,325
651,1673,19,316,325
652,1678,10,316,325
653,1680,1,317,326
654,1683,1,318,327
655,1688,11,319,328
656,1688,0,319,329
657,1688,13,319,329
658,1692,13,319,330
659,1695,14,320,330
660,1697,3,321,330
661,1701,14,322,330
662,1706,14,323,331
663,1706,5,323,332
664,1706,11,323,333
665,1706,9,323,334
666,1707,5,323,335
667,1710,15,324,335
668,1710,6,324,335
669,1712,12,325,336
670,1714,9,326,337
671,1717,19,327,337
672,1718,4,327,338
673,1722,9,328,339
674,1722,0,328,340
675,1722,8,329,340
676,1723,1,329,340
677,1726,11,329,341
678,1727,11,330,342
679,1729,4,330,342
680,1734,16,331,342
681,1734,19,332,343
682,1736,0,332,343
683,1737,9,333,344
684,1742,16,333,345
685,1744,0,334,345
686,1747,11,335,345
687,1750,14,336,345
688,1752,8,336,346
689,1754,19,337,347
690,1758,20,337,347
691,1761,18,338,348
692,1766,2,338,348
693,1766,1,339,348
694,1766,4,340,349
695,1770,13,341,350
696,1771,19,342,350
697,1775,19,342,351
698,1775,12,342,352
699,1778,10,342,352
700,1778,5,343,353
701,1781,20,344,354
702,1781,4,345,354
703,1783,19,345,354
704,1786,8,345,354
705,1791,8,346,355
706,1794,18,346,355
707,1794,20,347,356
708,1795,18,347,357
709,1796,3,348,358
710,1796,10,348,358
711,1801,3,349,359
712,1803,10,350,359
713,1805,1,351,360
714,1810,4,351,360
715,1814,6,351,360
716,1819,7,352,361
717,1821,0,352,361
718,1821,11,353,361
719,1825,14,353,361
720,1827,4,354,362
721,1831,4,354,362
722,1834,20,355,363
723,1839,14,355,364
724,1841,2,356,364
725,1841,10,357,365
726,1844,11,357,365
727,1846,9,357,365
728,1847,9,358,366
729,1851,9,358,367
730,1856,18,358,368
731,1858,0,359,369
732,1858,7,360,370
733,1863,13,360,371
734,1866,8,361,371
735,1869,6,362,372
736,1871,18,362,373
737,1875,8,363,373
738,1875,12,364,374
739,1877,11,365,375
740,1882,7,366,376
741,1884,16,367,377
742,1887,20,367,377
743,1888,9,367,377
744,1889,18,368,377
745,1892,10,369,378
746,1893,19,370,378
747,1898,6,371,379
748,1903,5,371,380
749,1903,15,372,380
750,1903,17,373,380
